text,lang,id,createdAt,userId,hashtags,userScreenName,retweetedToId,obs
Live Commentary: Espanyol 0-0 #Barcelona # #Barcelona #Barcelona... #Barcelona https://t.co/XXzKjPHJi3,en,898435855164953000,2017-08-18T06:46:14Z,2781294222,"Barcelona,Barcelona,Barcelona,Barcelona",mar1orie,,1
Barcelona ❤️ https://t.co/hXduX1TDos,pt,898429530183946000,2017-08-18T06:21:06Z,274666492,,benaiton23,,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898434630436635000,2017-08-18T06:41:22Z,2584500228,,Harjot_MuFc,898254468105487000,1
"Salaam aleikum!

#Barcelona #Cambrils",et,898426124383867000,2017-08-18T06:07:34Z,2980829193,"Barcelona,Cambrils",KoekoekBoer,,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898443983726281000,2017-08-18T07:18:32Z,2323138934,,kiingdrek,898254468105487000,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898303461967577000,2017-08-17T22:00:09Z,837695775849132000,,Nesrindelen,898233036533367000,1
❤️Barcelona https://t.co/yLxEp5JDGi,pt,898301704558563000,2017-08-17T21:53:10Z,35343646,,lorimeyersband,,1
11:11 Barcelona💔,pt,898291130717979000,2017-08-17T21:11:09Z,2951460099,,httpbobitos,,1
#Barcelona https://t.co/QJfNBkV37c,und,898287846590521000,2017-08-17T20:58:06Z,810036312552174000,Barcelona,el_sergi4,,1
#Barcelona https://t.co/MBaLfHQM5x,und,898296214227124000,2017-08-17T21:31:21Z,853914734428553000,Barcelona,ygmurbalci,,1
Hoy somos todos barcelona,es,898292896511689000,2017-08-17T21:18:10Z,2562207194,,daniel1juarez,,1
RT @LucasDigne: ❤️Barcelona 🙏,pt,898299796141654000,2017-08-17T21:45:35Z,920225083,,satoru_19890722,898234144093864000,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898292036687680000,2017-08-17T21:14:45Z,844267826781323000,,MgdcKing,898233036533367000,1
RT @itsjoelpimentel: Barcelona 🙏❤️,pt,898301125731865000,2017-08-17T21:50:52Z,870778783384695000,,cncolov,898296277514899000,1
RT @mariadkennedy: BARCELONA 😢,pt,898299485788541000,2017-08-17T21:44:21Z,2267163767,,noewrence,898299123006407000,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898307081664639000,2017-08-17T22:14:32Z,120166021,,snsooony,898233036533367000,1
RT @SrtaJara: Dolor #Barcelona,en,898276769408709000,2017-08-17T20:14:05Z,4230075987,Barcelona,encuadernology,898272400269333000,1
Our prayers for #Barcelona 💔,en,898290409293595000,2017-08-17T21:08:17Z,34954669,Barcelona,alexcent,,1
"RT @MauroColomina: #Barcelona, t'estimo. 💛",es,898306225997103000,2017-08-17T22:11:08Z,112412770,Barcelona,mauroep90,898225829628572000,1
Prayers with Barcelona ❤️💔,en,898281907456057000,2017-08-17T20:34:30Z,36158995,,IAmDanniV,,1
RT @itsjoelpimentel: Barcelona 🙏❤️,pt,898296340052152000,2017-08-17T21:31:51Z,1398641640,,Myrna_Pimentel,898296277514899000,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898282280719864000,2017-08-17T20:35:59Z,3080107407,,manda_spfc,898254468105487000,1
RT @LucasDigne: ❤️Barcelona 🙏,pt,898310214818165000,2017-08-17T22:26:59Z,878664589021373000,,Messi10GOD,898234144093864000,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898271019017933000,2017-08-17T19:51:14Z,788454338805035000,,hdinees,898233036533367000,1
#Barcelona. 16 confirmed dead. 😢😢😢,en,898299364145152000,2017-08-17T21:43:52Z,135867212,Barcelona,Axio_T,,1
Mucho ánimo Barcelona!,es,898278816254018000,2017-08-17T20:22:13Z,362385401,,Ijimenez95,,1
Contigo. Siempre. ❤️ #Barcelona,es,898272659003372000,2017-08-17T19:57:45Z,974368994,Barcelona,francescacaly,,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898310122543383000,2017-08-17T22:26:37Z,2503313694,,aaduclos,898254468105487000,1
Qué tristeza #Barcelona,es,898303952722174000,2017-08-17T22:02:06Z,2514203674,Barcelona,mamanina_,,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898301939422724000,2017-08-17T21:54:06Z,432871882,,adrianafilipa33,898233036533367000,1
RT @LucasDigne: ❤️Barcelona 🙏,pt,898305827576193000,2017-08-17T22:09:33Z,394350339,,nessieboob,898234144093864000,1
Barcelona https://t.co/KENFAAjlSp,pt,898285476775416000,2017-08-17T20:48:41Z,792019698284126000,,ALMA180470,,1
#Barcelona https://t.co/0h2pGHeSRb,und,898310139316490000,2017-08-17T22:26:41Z,48841364,Barcelona,82cygnus,,1
RT @itsjoelpimentel: Barcelona 🙏❤️,pt,898296348432359000,2017-08-17T21:31:53Z,3264952027,,angelaarzola16,898296277514899000,1
RT @ToySelectah: Fuerza Barcelona ☀️☀️☀️☀️☀️🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼,es,898311141742584000,2017-08-17T22:30:40Z,81688193,,memoserrano,898297248160727000,1
RT @JoseGarciaOff: BARCELONA .... 😭😭😭,pt,898281206973846000,2017-08-17T20:31:43Z,808928249644548000,,Tgv6457,898280418457211000,1
RT @pimpflaco: FUERZA BARCELONA ❤,es,898283329291788000,2017-08-17T20:40:09Z,3095316934,,_parradoo_,898208494020702000,1
"#Barcelona 
😔😔 https://t.co/f6hcWST1xr",und,898286546352185000,2017-08-17T20:52:56Z,636101653,Barcelona,CandiysuHuerta,,1
#Barcelona https://t.co/DxEFqaKULF,und,898299687102366000,2017-08-17T21:45:09Z,591909084,Barcelona,JaumePratt,,1
#Barcelona https://t.co/BkHDK6TcWU,und,898285816526643000,2017-08-17T20:50:02Z,91639164,Barcelona,kirciengin,,1
RT @bunburyoficial: Barcelona ❤️,pt,898271153248248000,2017-08-17T19:51:46Z,253160961,,Juanchu72,898258513339703000,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898271086122476000,2017-08-17T19:51:30Z,739529864013861000,,zouis_niam_haz,898233036533367000,1
RT @LucasDigne: ❤️Barcelona 🙏,pt,898300043597410000,2017-08-17T21:46:34Z,2488726022,,nereaa2012,898234144093864000,1
Prayers for barcelona...,en,898304204371972000,2017-08-17T22:03:06Z,45841105,,AlwayzSmilee,,1
#Barcelona https://t.co/W8lsWZAij9,und,898294129657995000,2017-08-17T21:23:04Z,88451270,Barcelona,noidelsucre,,1
RT @itsjoelpimentel: Barcelona 🙏❤️,pt,898297657059287000,2017-08-17T21:37:05Z,896113362341425000,,ericktehagounpt,898296277514899000,1
RT @itsjoelpimentel: Barcelona 🙏❤️,pt,898301578716860000,2017-08-17T21:52:40Z,2996090910,,GabyZbdl,898296277514899000,1
RT @itsjoelpimentel: Barcelona 🙏❤️,pt,898301033461424000,2017-08-17T21:50:30Z,875530352835646000,,erickprincesoo,898296277514899000,1
Barcelona! 😢❤️ https://t.co/6SCdTxve9E,pt,898289390081802000,2017-08-17T21:04:14Z,1658185478,,TravelPhotosFan,,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898275582416364000,2017-08-17T20:09:22Z,885825509547967000,,nawafbader363,898254468105487000,1
Esa es nuestra Barcelona.,es,898631137794372000,2017-08-18T19:42:13Z,31389492,,fuertecito,,1
RT @MannysArmy: Barcelona 💔,pt,898219768813159000,2017-08-17T16:27:35Z,706804396554895000,,PiaJergens,898217356819923000,1
#Barcelona https://t.co/s30KJSLMKG,und,898216182716793000,2017-08-17T16:13:20Z,3814110981,Barcelona,sargentona1,,1
RT @xavimartinez: Mi Barcelona... 💔,es,898211321493303000,2017-08-17T15:54:01Z,410162945,,cabello_mrc,898210221021155000,1
RT @clairetreyes: Contigo # Barcelona 🙏,pt,898213821290099000,2017-08-17T16:03:57Z,104906372,,laura038,898213711084757000,1
Que impotencia #barcelona,es,898217994635158000,2017-08-17T16:20:32Z,2324156695,barcelona,_XStupidthingsX,,1
#Barcelona dios te bendiga,es,898213183760065000,2017-08-17T16:01:25Z,795560802619195000,Barcelona,dean_atherston,,1
RT @pimpflaco: FUERZA BARCELONA ❤,es,898221710788497000,2017-08-17T16:35:18Z,510708013,,adrian_nebreda,898208494020702000,1
Solidaridad con Barcelona,es,898208897177145000,2017-08-17T15:44:23Z,860609188891951000,,BlancaBlancaoh,,1
Pray for #Barcelona,en,898218212747170000,2017-08-17T16:21:24Z,823924031879606000,Barcelona,ajaylovesjb,,1
Un atentado en Barcelona.. 😢,es,898209220172145000,2017-08-17T15:45:40Z,576205856,,Estrelloso_,,1
Força Barcelona #Rambles,und,898217659103425000,2017-08-17T16:19:12Z,17759703,Rambles,PepeVigara,,1
Stay safe in Barcelona❤️,en,898215473866826000,2017-08-17T16:10:31Z,588372532,,MARA__95,,1
RT @AdwahPerez: Barcelona👼🏼✨,pt,898214295254712000,2017-08-17T16:05:50Z,3124374244,,lucyhirstt,898209972454134000,1
RT @JosephinSkriver: Barcelona 💔💔💔,pt,898213867448357000,2017-08-17T16:04:08Z,718202781581124000,,KiaraCedeo4,898213725793956000,1
Barcelona no joder!!!!!!,es,898216237217567000,2017-08-17T16:13:33Z,280077439,,isa_mgall,,1
#Barcelona https://t.co/pH5bbSjyxo,und,898222964889576000,2017-08-17T16:40:17Z,456977393,Barcelona,REnlightenment,,1
RT @_Lassana_: Barcelona ❤️🙏🏽,pt,898210637834314000,2017-08-17T15:51:18Z,309210705,,Talatena16,898210503062938000,1
Mucha fuerza Barcelona🙏🏻,es,898223086541132000,2017-08-17T16:40:46Z,1400828004,,GloriahuergoFT,,1
#Barcelona https://t.co/ezdCfC9Emk,und,898224663599428000,2017-08-17T16:47:02Z,2208095516,Barcelona,willbarrett_1,,1
Mucho ánimo #Barcelona,es,898216895727489000,2017-08-17T16:16:10Z,257887808,Barcelona,JJ_NG81,,1
"#LasRamblas
God Bless Barcelona ♥️🙌🏻.",en,898214001653494000,2017-08-17T16:04:40Z,383712866,LasRamblas,Fahad_Almoteri,,1
RT @miriamconeme15: Fuerza #Barcelona,es,898224646788711000,2017-08-17T16:46:58Z,3357294346,Barcelona,Mariaaaa_mr,898221991953654000,1
I LOVE YOU #BARCELONA,en,898220632835478000,2017-08-17T16:31:01Z,741166248,BARCELONA,DianaLado,,1
RT @FrankUnderwocd: Visca Barcelona.,es,898925745673822000,2017-08-19T15:12:53Z,245358166,,tomdelos,898326622763311000,1
RT @linadbg: RUMOURS: Nolito snubs Arsenal for Barcelona return #Barcelona... #Barcelona https://t.co/JbMtDNGW54 #barcelona,en,898963167283339000,2017-08-19T17:41:35Z,2493984529,"Barcelona,Barcelona,barcelona",todori3,898963020755460000,1
RT @rudolfschenker: Barcelona 🖤,pt,899815990925681000,2017-08-22T02:10:24Z,791065594519061000,,dcuvardic,898275573558104000,1
RT @UEFA2013: Barcelona 🏆,pt,897456225125794000,2017-08-15T13:53:32Z,885235179094192000,,malnyuresti1977,369327449080734000,1
Poor Barcelona haha,tl,896863016339202000,2017-08-13T22:36:20Z,836766566431802000,,da_nickmiester,,1
Que te hicieron barcelona😞,es,896851943385158000,2017-08-13T21:52:20Z,3082949270,,martin_esc10,,1
Barcelona 😂😂😂😂😂😂 https://t.co/2HMxFZxtwD,pt,896851255506743000,2017-08-13T21:49:36Z,235913362,,Thabiso_Dlamini,,1
HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHA CHUPA BARCELONA,tl,896850768988447000,2017-08-13T21:47:40Z,229993456,,GustavoNunes93_,,1
Cieee barcelona kalahh,in,896887565617316000,2017-08-14T00:13:53Z,563541359,,aguz_JRS,,1
Lol barcelona #Coutinho @Phil_Coutinho,en,896851624613659000,2017-08-13T21:51:04Z,506850331,Coutinho,RasheedUghh,,1
Barcelona levado ao colo.,pt,896847245752095000,2017-08-13T21:33:40Z,4816060762,,cooldefense,,1
Barcelona 1x2 Real Madrid,es,896850148227252000,2017-08-13T21:45:12Z,196431331,,anamarciacrvg,,1
oi Barcelona acorda bb,pt,896850886420562000,2017-08-13T21:48:08Z,2478747290,,bbholdinmyhand,,1
Barcelona 2 Betis 0 👏,lt,899363501013127000,2017-08-20T20:12:22Z,823292704545239000,,FCB_FANS__,,1
Barcelona are so lost,en,899340793042928000,2017-08-20T18:42:08Z,550584281,,BryanArmas2,,1
da vontade né barcelona,pt,899357326989284000,2017-08-20T19:47:50Z,871189719765463000,,chittaphow,,1
Live Commentary: Espanyol 0-0 #Barcelona # #Barcelona #Barcelona... #Barcelona https://t.co/gN6ZD0NiW5,en,899352654534517000,2017-08-20T19:29:16Z,2810037368,"Barcelona,Barcelona,Barcelona,Barcelona",alicesttu,,1
FC #Barcelona moves summer camp to Batavia #Barcelona #Barcelona... #Barcelona https://t.co/Qyw8RTMSbg,en,899242122028622000,2017-08-20T12:10:03Z,2781294222,"Barcelona,Barcelona,Barcelona,Barcelona",mar1orie,,1
RT @mellberr: Live Commentary: Espanyol 0-0 Barcelona # #Barcelona #Barcelona... #Barcelona https://t.co/sE6YLfGQpE,und,899282408318452000,2017-08-20T14:50:08Z,2236787462,"Barcelona,Barcelona,Barcelona",uk24news,899281672436294000,1
#Barcelona https://t.co/9TjiGvDs6z,und,898885673305952000,2017-08-19T12:33:39Z,754245055867650000,Barcelona,fxtxsstrxsh_,,1
Barcelona na liga Europa 😕😕😕,pl,898319878456849000,2017-08-17T23:05:23Z,345865437,,921698414,,1
RT @FrankUnderwocd: Visca Barcelona.,es,898351180547576000,2017-08-18T01:09:46Z,247845656,,aleixc6,898326622763311000,1
"#barcelona #Cambrils

#ALERTA5YA",und,898341571422114000,2017-08-18T00:31:35Z,2847311027,"barcelona,Cambrils,ALERTA5YA",bertarguez,,1
"Praying for you, Barcelona",en,898358252177572000,2017-08-18T01:37:52Z,856807952404972000,,socalknfan,,1
RT @bunburyoficial: Barcelona ❤️,pt,898358239594775000,2017-08-18T01:37:49Z,139525619,,jorge_Galanes,898258513339703000,1
RT @REINAHIDALGO521: Barcelona 😭🙏🏽,pt,898320687982674000,2017-08-17T23:08:36Z,714277894676161000,,bamapinkfan,898312521047605000,1
RT @xespansione: Barcelona 🙏🏼,pt,898340933875385000,2017-08-18T00:29:03Z,883864663087358000,,venturaBabyGirl,898338545319821000,1
@WortenES Ánimo Barcelona #GradaWorten,es,898333098936459000,2017-08-17T23:57:55Z,140497818,GradaWorten,Claudi0o,,1
RT @Frank_Underwood: Viva Barcelona.,es,898319467435836000,2017-08-17T23:03:45Z,2268026076,,Vane1982Vanesa,898302830443979000,1
Mucha fuerza #barcelona #noterorism,es,898331618351342000,2017-08-17T23:52:02Z,3125828153,"barcelona,noterorism",martarduino,,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898352434644496000,2017-08-18T01:14:45Z,724891601307316000,,aprazeres9,898254468105487000,1
RT @gastondalmauok: ❤️#Barcelona,und,898346176767902000,2017-08-18T00:49:53Z,212605465,Barcelona,tati_miriani,898261252815716000,1
"Fuerza Barcelona, fuerza España!!!",es,898334394955346000,2017-08-18T00:03:04Z,802631756763558000,,hazalFtJaz,,1
RT @itsjoelpimentel: Barcelona 🙏❤️,pt,898326824257585000,2017-08-17T23:32:59Z,3248176646,,danyea31,898296277514899000,1
Pray For Barcelona ❤,en,898341697226105000,2017-08-18T00:32:05Z,614310130,,Benjhrir,,1
- Barcelona Equipe De Tanguinhas,pt,898070636135932000,2017-08-17T06:34:59Z,2341406740,,kamillah01,,1
RT @adnanjanuzaj: Barcelona 🙏🏻🙌🏻❤️💪,pt,898361825712112000,2017-08-18T01:52:04Z,417355686,,Rafahev,898231453607178000,1
"#PrayforBarcelona  #NoMoreTerrorism  
#FuerzaBarcelona 
#Barcelona",und,898399159195021000,2017-08-18T04:20:25Z,898394855352619000,"PrayforBarcelona,NoMoreTerrorism,FuerzaBarcelona,Barcelona",SebaOver,,1
@TheEllenShow God bless Barcelona!!!,en,898379169175925000,2017-08-18T03:00:59Z,795779493097050000,,LisaStalter1,,1
#Barcelona https://t.co/jT8TXqOiyI,und,898375754991510000,2017-08-18T02:47:25Z,224757684,Barcelona,Hugo_12010,,1
RT @ruhtyt: Nook Architects uses mesh to divide Barcelona house #Barcelona... #Barcelona https://t.co/tzAGiqigZK #barcelona,en,898378716153225000,2017-08-18T02:59:11Z,2937796283,"Barcelona,Barcelona,barcelona",priacia,898378297154970000,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898375830472143000,2017-08-18T02:47:43Z,740159418856264000,,CarolineKoutsos,898233036533367000,1
Estoy contigo❤ #Barcelona,es,898399767377584000,2017-08-18T04:22:50Z,748640960930791000,Barcelona,sweett_girl89,,1
Lo siento barcelona...,es,898381798983557000,2017-08-18T03:11:26Z,304489900,,EPrawl,,1
#Barcelona https://t.co/kbirg1U1FW,und,898225934456816000,2017-08-17T16:52:05Z,1260668834,Barcelona,Gemitamuchi,,1
Barcelona Estamos con Vosotros,es,898228874659730000,2017-08-17T17:03:46Z,137462827,,DasylSystem,,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898233794594996000,2017-08-17T17:23:19Z,1131928220,,BlaugranaAtlas,898233036533367000,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898249225414357000,2017-08-17T18:24:38Z,406368494,,Jossuelimas_504,898233036533367000,1
@marcoasensio10 és tu? #Barcelona,hu,898230288131687000,2017-08-17T17:09:23Z,2269832808,Barcelona,Duodenocomedy,,1
#Barcelona https://t.co/G6y8H90jlt,und,898231542237016000,2017-08-17T17:14:22Z,1681867194,Barcelona,VarnaeUra,,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898241419822809000,2017-08-17T17:53:37Z,573584062,,AzuziYassine,898233036533367000,1
Sin palabras 💔 #barcelona #PrayingForBarcelona 💪🏻,es,898265260242514000,2017-08-17T19:28:21Z,888178360815424000,"barcelona,PrayingForBarcelona",Lurxhr,,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898242279663706000,2017-08-17T17:57:02Z,254040782,,almu3810,898233036533367000,1
RT @MichaelSkolnik: #Barcelona🕯,und,898251670714495000,2017-08-17T18:34:21Z,838246332791927000,Barcelona,graceloum,898250192440271000,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898256028588016000,2017-08-17T18:51:40Z,100983627,,TahirS_MUFC,898254468105487000,1
#Barcelona https://t.co/HpPhVtNdYE,und,898233454822908000,2017-08-17T17:21:58Z,631157037,Barcelona,MiguelSe98,,1
RT @REZcsgo: 🙏 Barcelona 😩,pt,898226261595742000,2017-08-17T16:53:23Z,212980209,,andrefilipema,898210511409558000,1
Praying for Barcelona.,en,898235388426420000,2017-08-17T17:29:39Z,1908518131,,JaxBrochill,,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898242661336969000,2017-08-17T17:58:33Z,186990918,,NyMax86,898233036533367000,1
#Barcelona al cor!,es,898249770703102000,2017-08-17T18:26:48Z,709341147571823000,Barcelona,cris_mongay,,1
RT @LucasDigne: ❤️Barcelona 🙏,pt,898234889291649000,2017-08-17T17:27:40Z,2307415530,,FCBPicz,898234144093864000,1
#Barcelona https://t.co/sBF7hq5GHe,und,898231575808225000,2017-08-17T17:14:30Z,405705839,Barcelona,Denshen_,,1
RT @Ediciones_B: ❤️ #Barcelona,und,898250966071468000,2017-08-17T18:31:33Z,406346938,Barcelona,AvaCampbel,898250476696851000,1
"RT @OwenJones84: Solidaritat, Barcelona ✊️",und,898242652952568000,2017-08-17T17:58:31Z,2281985892,,JamesWh83331350,898242168728551000,1
#Barcelona https://t.co/IvWNEUXqEo,und,898232372700828000,2017-08-17T17:17:40Z,407916754,Barcelona,cyrano_1619,,1
#Barcelona https://t.co/fzoUz9osTe,und,898252127864111000,2017-08-17T18:36:10Z,23430557,Barcelona,abesleistigalim,,1
Fuerza Barcelona. #AnimoBarcelona❤,es,898231672268874000,2017-08-17T17:14:53Z,4612978587,AnimoBarcelona,jdavid871,,1
RT @pimpflaco: FUERZA BARCELONA ❤,es,898230506252325000,2017-08-17T17:10:15Z,2673213160,,coral_berrocal,898208494020702000,1
@SkyNews Why Barcelona?,en,898250789893821000,2017-08-17T18:30:51Z,881994807895249000,,Halpernfilms,,1
RT @LucasDigne: ❤️Barcelona 🙏,pt,898269668443529000,2017-08-17T19:45:52Z,448080515,,talinho_10,898234144093864000,1
RT @LucasDigne: ❤️Barcelona 🙏,pt,898234826389639000,2017-08-17T17:27:25Z,759205171004076000,,Peter10soccer,898234144093864000,1
Madness in Barcelona,en,898269953681478000,2017-08-17T19:47:00Z,4851937702,,gracejpg_,,1
#Barcelona 😥 😡 https://t.co/cuJlrwZOOb,und,898229679982772000,2017-08-17T17:06:58Z,1563415554,Barcelona,Cryod,,1
"RT @marcosreina: ¡Ánimos, Barcelona!",es,898231869413745000,2017-08-17T17:15:40Z,1439771773,,Ing_AguiAlvarez,898228958621307000,1
"Stay safe, Barcelona.",en,898240543196578000,2017-08-17T17:50:08Z,2855387650,,MrBrian64,,1
RT @LucasDigne: ❤️Barcelona 🙏,pt,898239679195226000,2017-08-17T17:46:42Z,743916211893830000,,algcyrine,898234144093864000,1
Barcelona.. so sorry.,en,898250282399711000,2017-08-17T18:28:50Z,35830479,,AMluvinit2,,1
Pray for Barcelona.,en,898252861879894000,2017-08-17T18:39:05Z,583868708,,paaradize,,1
#Barcelona https://t.co/vbq36U81wb,und,898261376308617000,2017-08-17T19:12:55Z,2278070687,Barcelona,cariocache,,1
Tots amb Barcelona!!!,und,898268464711783000,2017-08-17T19:41:05Z,365943682,,MariaLagarM,,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898263028860375000,2017-08-17T19:19:29Z,3370980129,,nelsonnellz1,898254468105487000,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898255168768266000,2017-08-17T18:48:15Z,4846239807,,YelaMbemba,898254468105487000,1
💔 #Barcelona https://t.co/GeIMXQJdyo,und,898269752363111000,2017-08-17T19:46:12Z,131246556,Barcelona,iPaolaJauregui,,1
Horrible scenes in Barcelona,es,898253885285876000,2017-08-17T18:43:09Z,265905606,,JonnyEckersley,,1
"""🙏🏾❤️Barcelona"" [Tw: @samumtiti]",pl,898234042054722000,2017-08-17T17:24:18Z,3135000057,,CatalanEdition,,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898239519803224000,2017-08-17T17:46:04Z,443619632,,OceanaBarcelona,898233036533367000,1
#Barcelona https://t.co/K8IKtdya3Q,und,898231118599795000,2017-08-17T17:12:41Z,519330336,Barcelona,XaviEscufi,,1
#Barcelona … https://t.co/fQb7ofrwLN,und,898225770866373000,2017-08-17T16:51:26Z,262594110,Barcelona,soy_sosoman,,1
RT @luka7doncic: BARCELONA🙏🙏🙏,pt,898247031822725000,2017-08-17T18:15:55Z,790015638597169000,,OliverAj21,898246298633216000,1
#Barcelona https://t.co/yNw7V9Y9Gl,und,898244058023383000,2017-08-17T18:04:06Z,199400653,Barcelona,jarasu,,1
RT @BryantEslava: barcelona... ❤️,pt,898262601062208000,2017-08-17T19:17:47Z,813029562,,R5ezwalker,898260570914280000,1
😔#Barcelona https://t.co/q2nQm7oihc,und,898230346864624000,2017-08-17T17:09:37Z,128957763,Barcelona,MummyCarlaMarie,,1
Que semana para Barcelona 👏🏻,pt,898234918660178000,2017-08-17T17:27:47Z,232729547,,_jass11,,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898254967420486000,2017-08-17T18:47:27Z,707930534,,nyenyel__,898254468105487000,1
#Barcelona https://t.co/jtlNJnADad,und,898254698981073000,2017-08-17T18:46:23Z,897830249102283000,Barcelona,juKamiKater,,1
RT @AnthonyMartial: Barcelona 🙏🏾,pt,898259316939129000,2017-08-17T19:04:44Z,881310635518288000,,_Marvintm,898254468105487000,1
RT @MaximRoyreal: Barcelona 💔,pt,898237271647949000,2017-08-17T17:37:08Z,3080305814,,kolvinasmalec,898215712816222000,1
"Basta. Basta. basta.
#Barcelona",it,898242669733970000,2017-08-17T17:58:35Z,3834094035,Barcelona,Dreamyjumper70,,1
RT @MelanieDCruzoff: Barcelona 😩🙌🏽🙌🏽💔,pt,898254967408018000,2017-08-17T18:47:27Z,1376873424,,_benattia69,898239501339955000,1
RT @OliWhiteTV: ❤️ #Barcelona ❤️,und,898234943800791000,2017-08-17T17:27:53Z,895723462215451000,Barcelona,Whore4Youtubers,898234882169729000,1
RT @BryantEslava: barcelona... ❤️,pt,898260596176454000,2017-08-17T19:09:49Z,783564736994607000,,chattydolans,898260570914280000,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898243630221189000,2017-08-17T18:02:24Z,264740626,,AdamsVS,898233036533367000,1
RT @BryantEslava: barcelona... ❤️,pt,898260608776274000,2017-08-17T19:09:52Z,3440862496,,ramirez1915,898260570914280000,1
#Barcelona https://t.co/IaSx2d2GLd,und,898227670877692000,2017-08-17T16:58:59Z,520637797,Barcelona,Rubio_si_tio_si,,1
RT @itsRamel: 🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾💪🏾💪🏾💪🏾💪🏾💪🏾💪🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾💪🏾#barcelona 💪🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾💪🏾💪🏾💪🏾💪🏾💪🏾💪🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾,und,898267420325954000,2017-08-17T19:36:56Z,1535229710,barcelona,Estrada2115,898265098283659000,1
#Barcelona https://t.co/kBULVgBLaV,und,898235430344307000,2017-08-17T17:29:49Z,3235631155,Barcelona,Arnau_HG,,1
#barcelona https://t.co/r9Su5F5Xer,und,898235166136599000,2017-08-17T17:28:46Z,771478014,barcelona,DamnDevi,,1
RT @OliWhiteTV: ❤️ #Barcelona ❤️,und,898236327942124000,2017-08-17T17:33:23Z,747527471738806000,Barcelona,sleepinallday98,898234882169729000,1
#Barcelona https://t.co/9vs1xk814u,und,898256947148866000,2017-08-17T18:55:19Z,2168298390,Barcelona,NoryhEilema,,1
RT @samumtiti: 🙏🏾❤️Barcelona,pt,898240228657435000,2017-08-17T17:48:53Z,810481184610386000,,vanes_s11,898233036533367000,1
Awful news about Barcelona 💔,en,898250307548918000,2017-08-17T18:28:56Z,357742478,,MeganElwell,,1
RT @Caspar_Lee: ❤️Barcelona,pt,898255374280733000,2017-08-17T18:49:04Z,629222744,,JessiKaSwift13,898213376429576000,1
¡Ánimo y fuerza Barcelona!,es,898230149736522000,2017-08-17T17:08:50Z,332876023,,Kevin2752,,1
#Barcelona https://t.co/TsAic7W4iS,und,898243655386968000,2017-08-17T18:02:30Z,199400653,Barcelona,jarasu,,1
#Barcelona https://t.co/S6J26xGFH9,und,898230510421410000,2017-08-17T17:10:16Z,73486672,Barcelona,mSefi,,1
Solidaridad con Barcelona. 🇪🇸 🇫🇷,es,898464393213731000,2017-08-18T08:39:38Z,2148567434,,OBettati,,1
#Barcelona https://t.co/KoEwh5nP1k,und,898473444542698000,2017-08-18T09:15:36Z,393332094,Barcelona,XavierSezLorent,,1
@riarip и да. #Barcelona,ru,898469313157509000,2017-08-18T08:59:11Z,104232066,Barcelona,krikunda,,1
"""No tinc por"" #Barcelona ♥️",es,898485750622282000,2017-08-18T10:04:30Z,239990226,Barcelona,rosa_pascual,,1
Much ❤️ to #Barcelona !,en,898450581379044000,2017-08-18T07:44:45Z,876858860220408000,Barcelona,BarendseJoshua,,1
RT @itsDannyJones: ❤️ to Barcelona.,pt,898476967741338000,2017-08-18T09:29:36Z,60080992,,Little_Debbs,898470944649470000,1
